id,time,timestamp,strategy,asset,side,price,size,pnl,status,confidence,edge,latency,note
C5LEG-1779222345-ETH,22:26:31,1779222391.859471,coin5min,ETH,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.27 final=2116.30 | fee=0.00 slip=0.15
C5LEG-1779222345-BTC,22:26:31,1779222391.450183,coin5min,BTC,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76883.99 final=76944.90 | fee=0.00 slip=0.15
C5LEG-1779222327-SOL,22:26:15,1779222375.2648494,coin5min,SOL,YES_LEG,0.508,5.0,-5.15,LEG1_LOSS,,-0.01,0.0,leg1 expiry | YES only | ref=84.44 final=84.43 | fee=0.00 slip=0.15
C5LEG-1779222300-ETH,22:25:45,1779222345.9239933,coin5min,ETH,YES_LEG,0.512,1.27,1.07,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2113.35 final=2115.36 | fee=0.00 slip=0.15
C5LEG-1779222300-BTC,22:25:45,1779222345.519338,coin5min,BTC,YES_LEG,0.4883,5.0,5.09,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76848.86 final=76934.33 | fee=0.00 slip=0.15
C5LEG-1779222281-SOL,22:25:27,1779222327.0594232,coin5min,SOL,YES_LEG,0.494,2.45,2.36,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.38 final=84.41 | fee=0.00 slip=0.15
C5LEG-1779222253-ETH,22:25:00,1779222300.4695554,coin5min,ETH,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2113.11 final=2115.19 | fee=0.00 slip=0.15
C5LEG-1779222253-BTC,22:25:00,1779222300.116224,coin5min,BTC,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.02,0.0,leg1 expiry | YES only | ref=76848.83 final=76917.76 | fee=0.00 slip=0.15
C5LEG-1779222235-SOL,22:24:41,1779222281.0112233,coin5min,SOL,YES_LEG,0.502,1.25,1.09,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.38 final=84.41 | fee=0.00 slip=0.15
C5LEG-1779222206-ETH,22:24:13,1779222253.71009,coin5min,ETH,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2113.61 final=2115.06 | fee=0.00 slip=0.15
C5LEG-1779222206-BTC,22:24:13,1779222253.3826838,coin5min,BTC,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76852.33 final=76929.90 | fee=0.00 slip=0.15
C5LEG-1779222187-SOL,22:23:55,1779222235.1629395,coin5min,SOL,YES_LEG,0.502,1.25,1.09,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.41 final=84.43 | fee=0.00 slip=0.15
C5LEG-1779222161-ETH,22:23:26,1779222206.6242373,coin5min,ETH,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2113.07 final=2115.28 | fee=0.00 slip=0.15
C5LEG-1779222161-BTC,22:23:26,1779222206.217426,coin5min,BTC,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76825.67 final=76927.27 | fee=0.00 slip=0.15
C5LEG-1779222142-SOL,22:23:07,1779222187.7623591,coin5min,SOL,NO_LEG,0.516,3.83,3.44,LEG1_WIN,,-0.01,0.0,leg1 expiry | NO only | ref=84.44 final=84.43 | fee=0.00 slip=0.15
C5LEG-1779222115-ETH,22:22:41,1779222161.5709827,coin5min,ETH,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2113.47 final=2115.28 | fee=0.00 slip=0.15
C5LEG-1779222114-BTC,22:22:40,1779222160.9945934,coin5min,BTC,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76852.57 final=76922.26 | fee=0.00 slip=0.15
C5LEG-1779222096-SOL,22:22:22,1779222142.1413157,coin5min,SOL,YES_LEG,0.502,1.25,1.09,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.40 final=84.43 | fee=0.00 slip=0.15
C5LEG-1779222068-ETH,22:21:55,1779222115.0797303,coin5min,ETH,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2112.69 final=2115.28 | fee=0.00 slip=0.15
C5LEG-1779222068-BTC,22:21:54,1779222114.6649399,coin5min,BTC,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76826.01 final=76919.61 | fee=0.00 slip=0.15
C5LEG-1779222049-SOL,22:21:36,1779222096.9333856,coin5min,SOL,YES_LEG,0.502,1.25,-1.4,LEG1_LOSS,,-0.01,0.0,leg1 expiry | YES only | ref=84.44 final=84.43 | fee=0.00 slip=0.15
C5LEG-1779222020-ETH,22:21:08,1779222068.361665,coin5min,ETH,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.03 final=2114.64 | fee=0.00 slip=0.15
C5LEG-1779222020-BTC,22:21:08,1779222068.0013628,coin5min,BTC,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76841.67 final=76903.61 | fee=0.00 slip=0.15
C5LEG-1779222001-SOL,22:20:49,1779222049.750217,coin5min,SOL,YES_LEG,0.514,2.55,-2.7,LEG1_LOSS,,-0.02,0.0,leg1 expiry | YES only | ref=84.45 final=84.41 | fee=0.00 slip=0.15
C5LEG-1779221972-ETH,22:20:20,1779222020.290865,coin5min,ETH,YES_LEG,0.502,1.25,1.09,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2113.38 final=2115.24 | fee=0.00 slip=0.15
C5LEG-1779221972-BTC,22:20:19,1779222019.9636884,coin5min,BTC,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.02,0.0,leg1 expiry | YES only | ref=76836.46 final=76941.01 | fee=0.00 slip=0.15
C5LEG-1779221954-SOL,22:20:01,1779222001.705294,coin5min,SOL,YES_LEG,0.506,3.75,3.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.43 final=84.45 | fee=0.00 slip=0.15
C5LEG-1779221926-ETH,22:19:32,1779221972.9552724,coin5min,ETH,YES_LEG,0.502,1.25,1.09,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2113.03 final=2115.36 | fee=0.00 slip=0.15
C5LEG-1779221925-BTC,22:19:32,1779221972.5396652,coin5min,BTC,YES_LEG,0.4785,5.0,5.3,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76821.08 final=76939.42 | fee=0.00 slip=0.15
C5LEG-1779221909-SOL,22:19:14,1779221954.2537751,coin5min,SOL,YES_LEG,0.506,3.75,3.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.43 final=84.47 | fee=0.00 slip=0.15
C5LEG-1779221879-ETH,22:18:46,1779221926.2659764,coin5min,ETH,YES_LEG,0.502,1.25,1.09,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2113.93 final=2115.32 | fee=0.00 slip=0.15
C5LEG-1779221879-BTC,22:18:45,1779221925.700092,coin5min,BTC,YES_LEG,0.4785,5.0,5.3,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76845.64 final=76937.74 | fee=0.00 slip=0.15
C5LEG-1779221861-SOL,22:18:29,1779221909.051193,coin5min,SOL,YES_LEG,0.506,3.75,-3.9,LEG1_LOSS,,-0.01,0.0,leg1 expiry | YES only | ref=84.47 final=84.47 | fee=0.00 slip=0.15
C5LEG-1779221832-ETH,22:17:59,1779221879.3152492,coin5min,ETH,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.53 final=2114.93 | fee=0.00 slip=0.15
C5LEG-1779221832-BTC,22:17:58,1779221878.9824677,coin5min,BTC,YES_LEG,0.4785,5.0,5.3,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76881.17 final=76937.74 | fee=0.00 slip=0.15
C5LEG-1779221813-SOL,22:17:40,1779221860.9820852,coin5min,SOL,YES_LEG,0.508,5.0,-5.15,LEG1_LOSS,,-0.01,0.0,leg1 expiry | YES only | ref=84.50 final=84.44 | fee=0.00 slip=0.15
C5LEG-1779221787-ETH,22:17:12,1779221832.8756433,coin5min,ETH,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.97 final=2115.06 | fee=0.00 slip=0.15
C5LEG-1779221786-BTC,22:17:12,1779221832.4946115,coin5min,BTC,YES_LEG,0.4785,5.0,5.3,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76879.61 final=76937.49 | fee=0.00 slip=0.15
C5LEG-1779221767-SOL,22:16:53,1779221813.9206479,coin5min,SOL,YES_LEG,0.502,1.25,1.09,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.47 final=84.50 | fee=0.00 slip=0.15
C5LEG-1779221741-ETH,22:16:27,1779221787.0175388,coin5min,ETH,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.41 final=2115.30 | fee=0.00 slip=0.15
C5LEG-1779221741-BTC,22:16:26,1779221786.6990457,coin5min,BTC,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76879.61 final=76937.49 | fee=0.00 slip=0.15
C5LEG-1779221720-SOL,22:16:07,1779221767.6350005,coin5min,SOL,YES_LEG,0.502,1.25,1.09,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.41 final=84.44 | fee=0.00 slip=0.15
C5LEG-1779221696-ETH,22:15:41,1779221741.7811146,coin5min,ETH,YES_LEG,0.522,1.32,1.06,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.66 final=2115.74 | fee=0.00 slip=0.15
C5LEG-1779221696-BTC,22:15:41,1779221741.4556947,coin5min,BTC,YES_LEG,0.4883,5.0,5.09,LEG1_WIN,,-0.02,0.0,leg1 expiry | YES only | ref=76885.71 final=76949.17 | fee=0.00 slip=0.15
C5LEG-1779221674-SOL,22:15:20,1779221720.128433,coin5min,SOL,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.43 final=84.44 | fee=0.00 slip=0.15
C5LEG-1779221650-ETH,22:14:56,1779221696.506163,coin5min,ETH,YES_LEG,0.4982,5.0,4.89,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.40 final=2115.41 | fee=0.00 slip=0.15
C5LEG-1779221650-BTC,22:14:55,1779221695.9754229,coin5min,BTC,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76888.23 final=76949.17 | fee=0.00 slip=0.15
C5LEG-1779221626-SOL,22:14:34,1779221674.165385,coin5min,SOL,YES_LEG,0.5052,3.25,3.03,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.43 final=84.45 | fee=0.00 slip=0.15
C5LEG-1779221604-ETH,22:14:10,1779221650.8243258,coin5min,ETH,YES_LEG,0.4982,5.0,4.89,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.24 final=2116.09 | fee=0.00 slip=0.15
C5LEG-1779221603-BTC,22:14:10,1779221650.4807985,coin5min,BTC,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76873.80 final=76946.67 | fee=0.00 slip=0.15
C5LEG-1779221579-SOL,22:13:46,1779221626.3170278,coin5min,SOL,YES_LEG,0.506,3.75,3.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.41 final=84.45 | fee=0.00 slip=0.15
C5LEG-1779221557-ETH,22:13:24,1779221604.2079332,coin5min,ETH,YES_LEG,0.4982,5.0,4.89,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2115.35 final=2115.97 | fee=0.00 slip=0.15
C5LEG-1779221556-BTC,22:13:23,1779221603.797181,coin5min,BTC,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76907.99 final=76936.08 | fee=0.00 slip=0.15
C5LEG-1779221531-SOL,22:12:59,1779221579.5126915,coin5min,SOL,YES_LEG,0.506,3.75,-3.9,LEG1_LOSS,,-0.01,0.0,leg1 expiry | YES only | ref=84.48 final=84.44 | fee=0.00 slip=0.15
C5LEG-1779221512-ETH,22:12:37,1779221557.1576715,coin5min,ETH,YES_LEG,0.4982,5.0,4.89,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2115.02 final=2115.74 | fee=0.00 slip=0.15
C5LEG-1779221508-BTC,22:12:36,1779221556.5197842,coin5min,BTC,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76892.70 final=76924.90 | fee=0.00 slip=0.15
C5LEG-1779221484-SOL,22:12:11,1779221531.717995,coin5min,SOL,YES_LEG,0.506,3.75,3.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.44 final=84.47 | fee=0.00 slip=0.15
C5LEG-1779221465-ETH,22:11:52,1779221512.0554934,coin5min,ETH,YES_LEG,0.4982,5.0,4.89,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.39 final=2116.82 | fee=0.00 slip=0.15
C5LEG-1779221461-BTC,22:11:48,1779221508.650906,coin5min,BTC,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76885.43 final=76945.14 | fee=0.00 slip=0.15
C5LEG-1779221437-SOL,22:11:24,1779221484.4004183,coin5min,SOL,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=84.44 final=84.50 | fee=0.00 slip=0.15
C5LEG-1779221419-ETH,22:11:05,1779221465.1040227,coin5min,ETH,YES_LEG,0.4982,5.0,4.89,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.60 final=2116.60 | fee=0.00 slip=0.15
C5LEG-1779221416-BTC,22:11:01,1779221461.3225224,coin5min,BTC,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76866.79 final=76940.24 | fee=0.00 slip=0.15
C5LEG-1779221390-SOL,22:10:37,1779221437.2218544,coin5min,SOL,NO_LEG,0.5123,1.46,-1.61,LEG1_LOSS,,-0.02,0.0,leg1 expiry | NO only | ref=84.41 final=84.44 | fee=0.00 slip=0.15
C5LEG-1779221374-ETH,22:10:19,1779221419.797249,coin5min,ETH,YES_LEG,0.4975,4.6,4.49,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.64 final=2116.38 | fee=0.00 slip=0.15
C5LEG-1779221368-BTC,22:10:16,1779221416.045728,coin5min,BTC,YES_LEG,0.4982,5.0,4.89,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76874.64 final=76920.01 | fee=0.00 slip=0.15
C5LEG-1779221343-SOL,22:09:50,1779221390.304223,coin5min,SOL,NO_LEG,0.5138,2.45,2.17,LEG1_WIN,,-0.02,0.0,leg1 expiry | NO only | ref=84.44 final=84.41 | fee=0.00 slip=0.15
C5LEG-1779221326-ETH,22:09:34,1779221374.4272943,coin5min,ETH,YES_LEG,0.4982,5.0,4.89,LEG1_WIN,,-0.02,0.0,leg1 expiry | YES only | ref=2115.43 final=2116.38 | fee=0.00 slip=0.15
C5LEG-1779221322-BTC,22:09:27,1779221367.9870396,coin5min,BTC,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76904.24 final=76912.02 | fee=0.00 slip=0.15
C5LEG-1779221297-SOL,22:09:03,1779221343.3091247,coin5min,SOL,NO_LEG,0.504,2.5,2.31,LEG1_WIN,,-0.02,0.0,leg1 expiry | NO only | ref=84.44 final=84.41 | fee=0.00 slip=0.15
C5LEG-1779221280-ETH,22:08:46,1779221326.7099164,coin5min,ETH,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2115.51 final=2115.97 | fee=0.00 slip=0.15
C5LEG-1779221277-BTC,22:08:42,1779221322.927846,coin5min,BTC,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76889.17 final=76894.24 | fee=0.00 slip=0.15
C5LEG-1779221249-SOL,22:08:17,1779221297.563398,coin5min,SOL,NO_LEG,0.504,2.5,2.31,LEG1_WIN,,-0.02,0.0,leg1 expiry | NO only | ref=84.41 final=84.38 | fee=0.00 slip=0.15
C5LEG-1779221234-ETH,22:08:00,1779221280.4271615,coin5min,ETH,YES_LEG,0.5178,5.0,4.51,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=2114.95 final=2115.30 | fee=0.00 slip=0.15
C5LEG-1779221229-BTC,22:07:56,1779221276.9518592,coin5min,BTC,YES_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | YES only | ref=76867.49 final=76889.08 | fee=0.00 slip=0.15
C5LEG-1779221202-SOL,22:07:29,1779221249.501402,coin5min,SOL,NO_LEG,0.492,1.23,1.11,LEG1_WIN,,-0.01,0.0,leg1 expiry | NO only | ref=84.38 final=84.38 | fee=0.00 slip=0.15
C5LEG-1779221187-ETH,22:07:14,1779221234.0243928,coin5min,ETH,YES_LEG,0.5178,5.0,-5.15,LEG1_LOSS,,-0.01,0.0,leg1 expiry | YES only | ref=2115.53 final=2115.11 | fee=0.00 slip=0.15
C5LEG-1779221183-BTC,22:07:09,1779221229.5522861,coin5min,BTC,YES_LEG,0.508,5.0,-5.15,LEG1_LOSS,,-0.01,0.0,leg1 expiry | YES only | ref=76889.17 final=76882.88 | fee=0.00 slip=0.15
C5LEG-1779221155-SOL,22:06:42,1779221202.08962,coin5min,SOL,NO_LEG,0.492,1.23,1.11,LEG1_WIN,,-0.01,0.0,leg1 expiry | NO only | ref=84.44 final=84.38 | fee=0.00 slip=0.15
C5LEG-1779221136-ETH,22:06:23,1779221183.8553154,coin5min,ETH,NO_LEG,0.4982,5.0,4.89,LEG1_WIN,,-0.01,0.0,leg1 expiry | NO only | ref=2115.77 final=2114.45 | fee=0.00 slip=0.15
C5LEG-1779221135-BTC,22:06:23,1779221183.4937642,coin5min,BTC,NO_LEG,0.508,5.0,4.69,LEG1_WIN,,-0.01,0.0,leg1 expiry | NO only | ref=76887.08 final=76875.11 | fee=0.00 slip=0.15
C5LEG-1779221107-SOL,22:05:55,1779221155.0940444,coin5min,SOL,NO_LEG,0.496,3.67,-3.82,LEG1_LOSS,,-0.01,0.0,leg1 expiry | NO only | ref=84.35 final=84.35 | fee=0.00 slip=0.15
C5LEG-1779221087-ETH,22:05:36,1779221136.3174489,coin5min,ETH,YES_LEG,0.5178,5.0,0.26,WIN,,-0.01,0.0,expiry | ref=2111.93 final=2113.86 outcome=YES | fee=0.00 slip=0.00
C5LEG-1779221083-BTC,22:05:28,1779221128.7644734,coin5min,BTC,NO_LEG,0.508,5.0,-5.15,LEG1_LOSS,,-0.01,0.0,leg1 expiry | NO only | ref=76808.39 final=76850.05 | fee=0.00 slip=0.15
